81 hits shown

193,-25,29,-512
195,-23,29,-512
197,-25,27,-509
199,-26,27,-511
201,-22,27,-511
203,-23,30,-510
204,-21,29,-511
206,-25,28,-510
208,-23,28,-510
210,-27,29,-511
212,-25,28,-510
215,-23,27,-511
216,-24,29,-510
218,-26,29,-509
220,-25,27,-510
222,-23,29,-511
224,-22,27,-513
225,-24,27,-510
227,-26,28,-511
229,-26,27,-513
231,-25,28,-510
233,-22,26,-509
235,-25,28,-511
236,-27,26,-513
238,-26,28,-512
240,-25,28,-513
242,-26,30,-508
244,-26,29,-509
246,-23,29,-508
247,-23,30,-512
249,-25,29,-510
251,-24,28,-511
253,-24,27,-510
256,-22,27,-506
258,-21,28,-512
259,-24,27,-512
261,-25,25,-510
263,-23,27,-507
265,-24,28,-511
267,-22,27,-509
268,-24,28,-511
270,-24,26,-509
272,-25,27,-506
274,-23,27,-509
276,-25,26,-508
278,-25,29,-512
279,-23,26,-511
281,-23,27,-509
283,-22,25,-509
285,-23,29,-509
287,-25,27,-505
289,-24,28,-508
290,-24,28,-511
292,-25,28,-511
294,-25,27,-511
296,-25,30,-511
299,-23,25,-509
301,-23,28,-508
302,-25,26,-507
304,-24,25,-508
306,-25,29,-508
308,-24,29,-509
310,-22,28,-510
312,-23,30,-513
313,-23,28,-509
315,-23,29,-509
317,-22,29,-510
319,-24,29,-506
321,-24,29,-510
322,-24,28,-506
324,-24,29,-511
326,-25,30,-510
328,-23,27,-511
330,-25,27,-511
332,-22,30,-512
333,-23,27,-510
335,-25,28,-506
337,-23,30,-512
339,-24,31,-510
342,-26,25,-510
344,-23,32,-512
345,-27,29,-509
347,-23,29,-508
349,-23,27,-514
351,-23,28,-508
353,-27,27,-510
355,-25,26,-512
356,-22,28,-510
358,-27,30,-513
360,-24,27,-511
362,-23,29,-507
364,-25,29,-509
365,-24,28,-511
367,-25,26,-511
369,-24,28,-511
371,-23,29,-508
373,-26,25,-511
375,-24,29,-512
376,-23,26,-510
378,-24,25,-509
380,-26,26,-508
382,-23,25,-511
385,-23,27,-509
387,-24,29,-509
388,-25,27,-509
390,-25,28,-511
392,-24,27,-509
394,-25,29,-510
396,-24,29,-510
398,-24,28,-510
399,-24,29,-509
401,-23,26,-509
403,-24,28,-510
405,-23,28,-510
407,-23,25,-508
408,-24,26,-510
410,-24,32,-506
412,-25,25,-509
414,-21,29,-506
416,-24,29,-512
418,-25,29,-510
419,-25,28,-510
421,-23,28,-510
423,-21,28,-508
425,-24,29,-511
428,-29,29,-510
430,-24,29,-507
431,-23,27,-509
433,-24,32,-513
435,-23,27,-513
437,-23,30,-510
439,-26,29,-506
441,-26,31,-511
442,-26,28,-511
444,-27,30,-511
446,-25,29,-512
448,-24,28,-511
450,-27,29,-511
452,-23,27,-511
453,-25,28,-506
455,-24,27,-510
457,-23,30,-507
459,-21,28,-509
461,-24,26,-511
462,-24,28,-509
464,-23,26,-510
466,-24,27,-511
468,-25,28,-510
471,-23,29,-510
473,-25,25,-506
474,-23,30,-510
476,-25,29,-509
478,-24,26,-511
480,-23,27,-511
482,-22,29,-507
484,-24,25,-507
485,-25,25,-508
487,-26,30,-513
489,-25,30,-510
491,-22,29,-510
493,-25,30,-513
495,-24,26,-514
496,-24,28,-510
498,-23,27,-511
500,-25,27,-510
502,-25,25,-512
504,-25,31,-508
506,-26,28,-511
507,-25,30,-509
509,-23,27,-509
512,-21,29,-508
514,-23,29,-510
516,-27,24,-512
517,-26,26,-507
519,-25,26,-509
521,-24,30,-508
523,-25,29,-512
525,-23,31,-509
527,-24,28,-507
528,-21,27,-511
530,-22,27,-513
532,-26,28,-509
534,-25,27,-510
536,-23,28,-507
538,-24,29,-511
539,-24,28,-507
541,-24,29,-510
543,-23,26,-512
545,-23,28,-512
547,-21,30,-510
549,-22,27,-506
550,-25,27,-509
552,-23,29,-509
555,-23,27,-509
557,-25,27,-511
559,-23,28,-512
560,-23,30,-511
562,-27,30,-508
564,-26,27,-509
566,-25,26,-510
568,-22,26,-507
570,-24,29,-508
571,-26,31,-509
573,-26,27,-510
575,-26,29,-507
577,-24,27,-513
579,-25,31,-512
581,-24,28,-512
582,-22,26,-507
584,-25,27,-508
586,-23,27,-509
588,-25,26,-514
590,-25,28,-509
592,-23,28,-509
593,-25,28,-513
595,-23,28,-513
598,-25,28,-511
600,-24,27,-510
602,-23,29,-513
603,-23,29,-509
605,-22,28,-508
607,-25,27,-512
609,-24,26,-509
611,-25,27,-510
613,-27,29,-509
614,-26,29,-508
616,-27,28,-508
618,-22,27,-511
620,-24,27,-507
622,-23,25,-510
624,-23,27,-511
625,-25,27,-510
627,-23,31,-508
629,-25,28,-511
631,-24,26,-509
633,-26,29,-512
635,-24,26,-509
636,-25,27,-507
638,-26,28,-513
641,-27,30,-512
643,-24,29,-506
645,-23,30,-511
647,-24,30,-509
648,-25,27,-509
650,-25,28,-509
