93 hits shown

193,-23,30,-511
195,-25,28,-511
197,-26,26,-509
199,-23,26,-510
201,-23,30,-511
202,-25,28,-511
204,-26,26,-507
206,-25,27,-510
208,-28,29,-512
210,-24,27,-512
212,-23,29,-509
214,-24,26,-511
216,-25,28,-511
218,-25,28,-512
220,-24,28,-515
222,-24,30,-508
224,-25,28,-510
225,-24,26,-508
227,-25,31,-513
229,-24,26,-510
231,-22,26,-510
233,-25,30,-511
235,-24,30,-510
236,-25,30,-508
238,-23,31,-509
240,-22,27,-510
242,-24,27,-508
244,-24,27,-510
246,-22,30,-510
247,-24,29,-514
249,-24,26,-510
251,-25,28,-509
253,-26,29,-510
256,-23,28,-510
257,-24,31,-510
259,-24,29,-511
261,-21,27,-509
263,-25,27,-510
265,-26,28,-511
267,-24,28,-511
268,-25,26,-511
270,-24,29,-510
272,-25,27,-511
274,-26,26,-509
276,-23,30,-508
278,-22,28,-509
279,-25,29,-510
281,-23,28,-510
283,-27,29,-510
285,-25,28,-505
287,-25,30,-514
289,-24,29,-511
290,-25,27,-511
292,-25,26,-509
294,-26,29,-508
296,-23,27,-506
299,-24,29,-513
301,-22,29,-510
302,-24,24,-512
304,-24,31,-511
306,-24,28,-510
308,-23,29,-511
310,-25,29,-512
311,-25,28,-509
313,-27,30,-512
315,-25,31,-510
317,-23,28,-508
319,-26,28,-509
321,-24,28,-509
322,-24,28,-509
324,-25,28,-513
326,-25,29,-509
328,-24,27,-509
330,-24,26,-511
332,-23,29,-510
333,-23,27,-513
335,-25,28,-513
337,-22,26,-513
339,-27,29,-510
342,-24,28,-511
344,-23,30,-509
345,-24,28,-508
347,-25,30,-509
349,-25,28,-507
351,-24,29,-509
353,-26,25,-512
355,-24,28,-511
356,-23,28,-513
358,-23,30,-510
360,-25,28,-510
362,-21,30,-509
364,-25,29,-510
365,-26,28,-511
367,-25,26,-511
369,-22,28,-508
371,-22,29,-511
373,-24,30,-513
375,-24,27,-507
376,-23,29,-510
378,-21,28,-513
380,-23,28,-512
382,-25,28,-511
385,-24,27,-512
387,-24,27,-511
388,-25,28,-510
390,-25,29,-508
392,-24,29,-513
394,-23,29,-509
396,-25,28,-509
398,-23,28,-512
399,-23,30,-510
401,-23,27,-509
403,-22,30,-509
405,-25,28,-510
407,-25,31,-512
409,-25,25,-509
410,-25,26,-514
412,-23,28,-509
414,-27,30,-515
416,-24,28,-509
418,-22,27,-510
419,-23,26,-513
421,-21,30,-512
423,-23,28,-512
425,-24,27,-507
428,-23,27,-509
430,-24,30,-511
431,-24,31,-510
433,-24,29,-507
435,-22,26,-512
437,-23,28,-508
439,-21,31,-512
441,-24,26,-513
442,-24,29,-508
444,-23,28,-507
446,-25,26,-509
448,-25,30,-511
450,-26,27,-509
452,-24,26,-505
453,-25,30,-511
455,-24,29,-511
457,-24,27,-511
459,-24,30,-509
461,-24,27,-510
462,-24,28,-509
464,-23,26,-507
466,-25,31,-509
468,-25,29,-511
471,-27,26,-515
473,-25,33,-508
474,-24,29,-508
476,-24,26,-508
478,-25,25,-510
480,-25,29,-511
482,-23,29,-513
484,-25,30,-509
485,-25,31,-508
487,-26,29,-512
489,-23,28,-510
491,-25,31,-510
493,-25,30,-512
495,-23,29,-511
496,-24,25,-508
498,-23,27,-510
500,-23,31,-513
502,-23,28,-508
504,-25,28,-511
506,-24,27,-510
507,-24,28,-510
509,-26,29,-510
512,-25,30,-512
514,-24,28,-511
516,-24,28,-511
517,-24,25,-509
519,-26,30,-513
521,-24,26,-514
523,-22,31,-511
525,-25,27,-508
527,-24,25,-507
528,-28,28,-511
530,-19,27,-512
532,-24,25,-514
534,-25,28,-510
536,-26,28,-510
538,-25,26,-510
539,-25,29,-510
541,-23,26,-512
543,-26,28,-512
545,-21,31,-513
547,-21,29,-508
549,-24,28,-511
550,-23,28,-508
552,-23,29,-511
555,-25,27,-510
557,-25,29,-510
559,-23,30,-507
561,-24,26,-513
562,-22,28,-512
564,-22,28,-510
566,-25,25,-509
568,-25,29,-511
570,-21,28,-511
571,-24,29,-511
573,-26,28,-509
575,-23,28,-509
577,-24,28,-508
579,-23,30,-504
581,-24,26,-511
582,-24,28,-510
584,-25,27,-513
586,-24,28,-508
588,-23,28,-513
590,-25,27,-511
592,-23,29,-513
593,-25,28,-509
595,-24,25,-508
598,-21,26,-512
600,-23,27,-512
602,-23,27,-509
604,-24,28,-511
605,-23,28,-511
607,-25,31,-508
609,-25,26,-509
611,-25,29,-509
613,-25,30,-509
615,-25,28,-510
616,-22,27,-510
618,-23,28,-507
620,-21,25,-510
622,-25,30,-510
624,-22,27,-511
625,-22,30,-511
627,-23,27,-509
629,-25,28,-512
631,-25,27,-507
633,-26,29,-513
635,-25,26,-511
636,-22,27,-509
638,-25,27,-512
641,-24,29,-509
643,-28,30,-510
645,-23,26,-511
647,-25,27,-509
648,-24,26,-509
650,-23,30,-506
652,-24,30,-507
654,-21,30,-509
656,-24,30,-512
658,-24,29,-510
659,-24,27,-509
661,-24,28,-510
663,-24,25,-508
665,-23,28,-510
667,-24,28,-514
668,-24,26,-510
670,-23,28,-509
672,-23,30,-508
674,-25,29,-509
676,-25,26,-513
678,-21,30,-511
679,-24,30,-511
681,-25,29,-508
684,-28,27,-509
686,-24,29,-512
688,-23,29,-513
690,-23,27,-510
691,-22,27,-513
693,-24,30,-506
695,-24,27,-510
697,-22,26,-509
699,-23,30,-513
701,-24,29,-511
702,-25,27,-510
704,-25,27,-510
706,-25,27,-512
708,-27,30,-509
710,-23,30,-509
712,-25,27,-508
713,-25,30,-510
715,-23,29,-513
717,-24,26,-513
719,-26,31,-510
721,-23,30,-510
722,-22,28,-513
724,-25,27,-511
727,-24,28,-510
729,-24,26,-510
731,-22,28,-512
733,-23,31,-510
734,-23,26,-511
736,-25,28,-511
738,-26,29,-515
740,-24,28,-509
742,-23,28,-511
744,-23,26,-511
745,-26,27,-511
747,-23,31,-508
749,-24,30,-510
751,-23,30,-511
753,-25,29,-510
755,-25,28,-508
756,-22,26,-509
758,-23,25,-514
760,-24,29,-512
762,-25,31,-510
764,-23,29,-508
766,-24,26,-508
768,-24,29,-513
770,-23,30,-511
772,-23,27,-509
774,-25,28,-512
776,-26,29,-510
777,-22,26,-510
779,-25,30,-511
781,-22,28,-511
783,-23,28,-509
785,-23,28,-515
787,-24,28,-508
788,-26,31,-510
790,-24,30,-509
792,-22,29,-510
794,-26,30,-512
796,-23,29,-511
798,-24,29,-509
799,-24,28,-510
801,-26,31,-509
803,-24,28,-509
805,-25,29,-510
807,-24,29,-512
809,-24,30,-514
811,-24,28,-511
813,-25,27,-510
815,-26,26,-506
817,-24,31,-513
819,-26,26,-512
821,-25,32,-511
822,-24,27,-511
824,-24,27,-511
826,-26,29,-509
828,-23,30,-511
830,-25,27,-510
832,-22,30,-512
833,-22,29,-510
835,-22,29,-512
837,-22,31,-509
839,-24,29,-509
841,-25,29,-508
843,-24,29,-509
844,-25,24,-510
846,-24,29,-509
848,-23,28,-509
850,-24,26,-512
852,-24,28,-507
854,-23,32,-510
856,-27,28,-511
858,-26,28,-509
860,-23,28,-509
862,-25,27,-508
864,-23,27,-507
865,-23,28,-511
867,-24,27,-510
869,-23,27,-505
871,-24,30,-509
873,-24,29,-511
875,-24,31,-510
876,-23,27,-509
878,-25,26,-507
880,-25,30,-511
882,-25,29,-509
884,-25,25,-514
886,-23,31,-512
887,-22,27,-506
889,-25,28,-510
891,-23,29,-511
893,-22,29,-513
896,-23,24,-511
898,-26,27,-512
899,-23,27,-509
901,-23,28,-510
903,-24,28,-508
905,-22,27,-511
907,-21,25,-510
908,-22,30,-513
910,-25,26,-507
912,-25,26,-510
914,-22,29,-509
916,-25,28,-509
918,-24,26,-510
919,-25,28,-511
921,-23,26,-511
923,-21,28,-510
925,-22,27,-511
927,-23,27,-509
929,-21,31,-509
930,-23,26,-512
932,-22,29,-510
934,-28,28,-510
936,-22,30,-511
939,-24,30,-510
941,-24,27,-510
942,-25,27,-513
